trade_id,quantity,underlying,expiry,payment_time,strike,call_put,type,payment_currency
1367,10,AGNCB,4.89414,4.89961,79,CALL,REGULAR,USD
1368,-10,ANSS,2.62765,2.63312,60,PUT,ODD,EUR
1369,10,EMDR,2.1863,2.19177,107,CALL,REGULAR,USD
1370,10,ACAD,3.16065,3.16612,113,PUT,REGULAR,USD
1371,-10,ACNB,2.11831,2.12378,67,CALL,REGULAR,USD
1372,10,ANSS,1.59806,1.60353,140,PUT,REGULAR,USD
1373,10,ABMD,4.64298,4.64845,41,CALL,REGULAR,USD
1374,-10,AGNCB,0.95794,0.96341,127,PUT,REGULAR,USD
1375,10,ACAD,0.8509,0.85637,145,CALL,REGULAR,USD
1376,10,ANIP,1.53103,1.5365,62,PUT,ODD,EUR
1377,-10,AMRK,1.09383,1.0993,146,CALL,REGULAR,USD
1378,10,ARCW,1.385,1.39047,89,PUT,REGULAR,USD
1379,10,AGNCB,3.04999,3.05546,98,CALL,REGULAR,USD
1380,-10,ACIW,3.82967,3.83514,116,PUT,REGULAR,USD
1381,10,ARCW,2.96782,2.97329,91,CALL,REGULAR,USD
1382,10,SHLM,1.78066,1.78613,114,PUT,REGULAR,USD
1383,-10,ACNB,4.64997,4.65544,75,CALL,REGULAR,USD
1384,10,AGNC,2.29563,2.3011,81,PUT,ODD,EUR
1385,10,ANSS,0.80517,0.81064,108,CALL,REGULAR,USD
1386,-10,SWIN,0.96453,0.97,128,PUT,REGULAR,USD
1387,10,ANAD,2.63462,2.64009,55,CALL,REGULAR,USD
1388,10,FUBC,4.16353,4.169,114,PUT,REGULAR,USD
1389,-10,ARCW,1.18015,1.18562,40,CALL,REGULAR,USD
1390,10,AEZS,3.61373,3.6192,125,PUT,REGULAR,USD
1391,10,AAON,2.22174,2.22721,93,CALL,REGULAR,USD
1392,-10,ASBB,1.98582,1.99129,70,PUT,ODD,EUR
1393,10,FCTY,3.84158,3.84705,73,CALL,REGULAR,USD
1394,10,ACAD,1.63112,1.63659,108,PUT,REGULAR,USD
1395,-10,AGNCP,0.32891,0.33438,38,CALL,REGULAR,USD
1396,10,AEZS,1.3368,1.34227,106,PUT,REGULAR,USD
1397,10,AMRK,4.96779,4.97326,26,CALL,REGULAR,USD
1398,-10,ARRS,1.33311,1.33858,98,PUT,REGULAR,USD
1399,10,ABMD,3.43814,3.44361,57,CALL,REGULAR,USD
1400,10,AAON,4.07559,4.08106,101,PUT,ODD,EUR
1401,-10,ATNY,2.3716,2.37707,79,CALL,REGULAR,USD
1402,10,AAON,1.15247,1.15794,103,PUT,REGULAR,USD
1403,10,AGNCP,4.74839,4.75386,28,CALL,REGULAR,USD
1404,-10,VNET,0.666,0.67147,86,PUT,REGULAR,USD
1405,10,ANSS,2.94621,2.95168,127,CALL,REGULAR,USD
1406,10,VNET,2.33989,2.34536,112,PUT,REGULAR,USD
1407,-10,ASV,4.78666,4.79213,37,CALL,REGULAR,USD
1408,10,ASDR,4.82239,4.82786,79,PUT,ODD,EUR
1409,10,ALJJ,1.72979,1.73526,47,CALL,REGULAR,USD
1410,-10,ACMR,1.14644,1.15191,116,PUT,REGULAR,USD
1411,10,FCCY,0.27245,0.27792,90,CALL,REGULAR,USD
1412,10,ACNB,3.68559,3.69106,49,PUT,REGULAR,USD
1413,-10,ABMD,1.77001,1.77548,48,CALL,REGULAR,USD
1414,10,ARMH,4.05451,4.05998,71,PUT,REGULAR,USD
1415,10,ATNY,0.3098,0.31527,27,CALL,REGULAR,USD
1416,-10,FLWS,2.31576,2.32123,50,PUT,ODD,EUR
1417,10,ABMD,3.40386,3.40933,78,CALL,REGULAR,USD
1418,10,ACMR,0.7127,0.71817,44,PUT,REGULAR,USD
1419,-10,FCCY,0.49419,0.49966,75,CALL,REGULAR,USD
1420,10,AEZS,2.85531,2.86078,53,PUT,REGULAR,USD
1421,10,JOBS,3.19616,3.20163,77,CALL,REGULAR,USD
1422,-10,AMAG,4.92676,4.93223,64,PUT,REGULAR,USD
1423,10,PIH,4.19921,4.20468,23,CALL,REGULAR,USD
1424,10,AMCX,2.47162,2.47709,64,PUT,ODD,EUR
1425,-10,SWIN,2.04274,2.04821,51,CALL,REGULAR,USD
1426,10,RUDR,1.6849,1.69037,145,PUT,REGULAR,USD
1427,10,ANIP,3.63175,3.63722,62,CALL,REGULAR,USD
1428,-10,FUBC,2.56035,2.56582,78,PUT,REGULAR,USD
1429,10,EMDR,2.11235,2.11782,48,CALL,REGULAR,USD
1430,10,AEPI,1.72923,1.7347,139,PUT,REGULAR,USD
1431,-10,AMCX,0.67625,0.68172,95,CALL,REGULAR,USD
1432,10,AEPI,0.79984,0.80531,20,PUT,ODD,EUR
1433,10,UHAL,2.20442,2.20989,149,CALL,REGULAR,USD
1434,-10,FCCY,3.14319,3.14866,50,PUT,REGULAR,USD
1435,10,ACAD,1.26899,1.27446,126,CALL,REGULAR,USD
1436,10,AAON,2.08883,2.0943,48,PUT,REGULAR,USD
1437,-10,ANAD,4.90204,4.90751,121,CALL,REGULAR,USD
1438,10,ACIW,0.18207,0.18754,148,PUT,REGULAR,USD
1439,10,PIH,0.54225,0.54772,65,CALL,REGULAR,USD
1440,-10,EMDR,2.11529,2.12076,24,PUT,ODD,EUR
1441,10,ANIP,3.16838,3.17385,61,CALL,REGULAR,USD
1442,10,ACIU,4.29287,4.29834,120,PUT,REGULAR,USD
1443,-10,AMRK,0.63401,0.63948,106,CALL,REGULAR,USD
1444,10,ARCW,3.12217,3.12764,109,PUT,REGULAR,USD
1445,10,VNET,4.20538,4.21085,21,CALL,REGULAR,USD
1446,-10,AGNCP,2.48119,2.48666,90,PUT,REGULAR,USD
1447,10,ANAD,4.47558,4.48105,96,CALL,REGULAR,USD
1448,10,FUBC,2.0714,2.07687,88,PUT,ODD,EUR
1449,-10,AEPI,1.79008,1.79555,122,CALL,REGULAR,USD
1450,10,EGHT,3.42663,3.4321,148,PUT,REGULAR,USD
1451,10,EMDR,0.16175,0.16722,27,CALL,REGULAR,USD
1452,-10,TWOU,1.26655,1.27202,126,PUT,REGULAR,USD
1453,10,ARMH,1.71894,1.72441,49,CALL,REGULAR,USD
1454,10,EGHT,4.52744,4.53291,96,PUT,REGULAR,USD
1455,-10,FCTY,1.92175,1.92722,112,CALL,REGULAR,USD
1456,10,RUDR,2.57996,2.58543,111,PUT,ODD,EUR
1457,10,ADMA,0.44826,0.45373,52,CALL,REGULAR,USD
1458,-10,RUDR,2.20254,2.20801,120,PUT,REGULAR,USD
1459,10,UHAL,2.13911,2.14458,127,CALL,REGULAR,USD
1460,10,SSRX,4.43239,4.43786,126,PUT,REGULAR,USD
1461,-10,AAON,4.36702,4.37249,138,CALL,REGULAR,USD
1462,10,RUDR,4.2153,4.22077,64,PUT,REGULAR,USD
1463,10,ACNB,2.22452,2.22999,89,CALL,REGULAR,USD
1464,-10,AAON,4.34447,4.34994,28,PUT,ODD,EUR
1465,10,SWIN,3.86224,3.86771,92,CALL,REGULAR,USD
1466,10,ARIS,2.52656,2.53203,143,PUT,REGULAR,USD
1467,-10,AEZS,0.07767,0.08314,100,CALL,REGULAR,USD
1468,10,CAFD,0.97951,0.98498,133,PUT,REGULAR,USD
1469,10,ANSS,1.8459,1.85137,21,CALL,REGULAR,USD
1470,-10,ATNY,1.60541,1.61088,23,PUT,REGULAR,USD
1471,10,AEY,1.34836,1.35383,107,CALL,REGULAR,USD
1472,10,SWIN,0.04112,0.04659,37,PUT,ODD,EUR
1473,-10,JOBS,3.61439,3.61986,130,CALL,REGULAR,USD
1474,10,ASBB,3.573,3.57847,67,PUT,REGULAR,USD
1475,10,ACIW,0.33669,0.34216,65,CALL,REGULAR,USD
1476,-10,AGNC,4.0351,4.04057,50,PUT,REGULAR,USD
1477,10,ARIS,4.86677,4.87224,21,CALL,REGULAR,USD
1478,10,ACIW,1.72462,1.73009,63,PUT,REGULAR,USD
1479,-10,ACIU,0.20823,0.2137,81,CALL,REGULAR,USD
1480,10,EGHT,4.68345,4.68892,26,PUT,ODD,EUR
1481,10,ASBB,1.93536,1.94083,72,CALL,REGULAR,USD
1482,-10,ASV,0.53209,0.53756,52,PUT,REGULAR,USD
1483,10,AEY,4.09927,4.10474,99,CALL,REGULAR,USD
1484,10,ASDR,0.81165,0.81712,140,PUT,REGULAR,USD
1485,-10,ALJJ,0.80448,0.80995,63,CALL,REGULAR,USD
1486,10,AEY,3.67741,3.68288,40,PUT,REGULAR,USD
1487,10,ANSS,0.2511,0.25657,106,CALL,REGULAR,USD
1488,-10,ARMH,1.86574,1.87121,51,PUT,ODD,EUR
1489,10,ADTN,1.58047,1.58594,88,CALL,REGULAR,USD
1490,10,AGNC,4.49457,4.50004,96,PUT,REGULAR,USD
1491,-10,ARCW,2.39216,2.39763,97,CALL,REGULAR,USD
1492,10,ASBB,0.12297,0.12844,42,PUT,REGULAR,USD
1493,10,ANAD,3.37508,3.38055,39,CALL,REGULAR,USD
1494,-10,SRCE,1.16599,1.17146,64,PUT,REGULAR,USD
1495,10,RUDR,1.5761,1.58157,104,CALL,REGULAR,USD
1496,10,AAON,2.2223,2.22777,23,PUT,ODD,EUR
1497,-10,SHLM,4.29277,4.29824,114,CALL,REGULAR,USD
1498,10,EMDR,3.40852,3.41399,126,PUT,REGULAR,USD
1499,10,ASML,2.57831,2.58378,96,CALL,REGULAR,USD
1500,-10,ANSS,1.15902,1.16449,137,PUT,REGULAR,USD
1501,10,AMCX,0.16904,0.17451,78,CALL,REGULAR,USD
1502,10,PIH,1.26569,1.27116,101,PUT,REGULAR,USD
1503,-10,VNET,4.97462,4.98009,132,CALL,REGULAR,USD
1504,10,AGNCB,0.50343,0.5089,143,PUT,ODD,EUR
1505,10,ARIS,2.09268,2.09815,58,CALL,REGULAR,USD
1506,-10,CAFD,1.78941,1.79488,118,PUT,REGULAR,USD
1507,10,AGNCB,4.92349,4.92896,63,CALL,REGULAR,USD
1508,10,AMCX,3.60709,3.61256,146,PUT,REGULAR,USD
1509,-10,ACIW,3.53699,3.54246,93,CALL,REGULAR,USD
1510,10,EGHT,1.08088,1.08635,146,PUT,REGULAR,USD
1511,10,ASBB,4.57142,4.57689,60,CALL,REGULAR,USD
1512,-10,AMRK,4.72623,4.7317,25,PUT,ODD,EUR
1513,10,ARCW,3.54302,3.54849,40,CALL,REGULAR,USD
1514,10,ARCW,0.68458,0.69005,129,PUT,REGULAR,USD
1515,-10,EGHT,4.0721,4.07757,20,CALL,REGULAR,USD
1516,10,ACAD,3.42401,3.42948,21,PUT,REGULAR,USD
1517,10,FCCY,3.94805,3.95352,130,CALL,REGULAR,USD
1518,-10,FCTY,2.24474,2.25021,22,PUT,REGULAR,USD
1519,10,TURN,3.4897,3.49517,88,CALL,REGULAR,USD
1520,10,EMDR,3.25027,3.25574,88,PUT,ODD,EUR
1521,-10,ANIP,4.07581,4.08128,88,CALL,REGULAR,USD
1522,10,UHAL,0.88839,0.89386,33,PUT,REGULAR,USD
1523,10,ADTN,2.33194,2.33741,135,CALL,REGULAR,USD
1524,-10,AEPI,3.38881,3.39428,71,PUT,REGULAR,USD
1525,10,ASV,1.91831,1.92378,65,CALL,REGULAR,USD
1526,10,FUBC,2.93941,2.94488,127,PUT,REGULAR,USD
1527,-10,VNET,3.56131,3.56678,121,CALL,REGULAR,USD
1528,10,ALJJ,4.89658,4.90205,121,PUT,ODD,EUR
1529,10,SRCE,2.77449,2.77996,129,CALL,REGULAR,USD
1530,-10,PIH,3.5114,3.51687,109,PUT,REGULAR,USD
1531,10,ADMA,0.34594,0.35141,76,CALL,REGULAR,USD
1532,10,CAFD,0.09071,0.09618,98,PUT,REGULAR,USD
1533,-10,ATNY,1.86203,1.8675,121,CALL,REGULAR,USD
1534,10,UHAL,2.29055,2.29602,68,PUT,REGULAR,USD
1535,10,FCCY,3.25403,3.2595,91,CALL,REGULAR,USD
1536,-10,FLWS,4.01945,4.02492,146,PUT,ODD,EUR
1537,10,ARCW,0.88313,0.8886,85,CALL,REGULAR,USD
1538,10,SRCE,4.15544,4.16091,57,PUT,REGULAR,USD
1539,-10,ASML,2.29914,2.30461,95,CALL,REGULAR,USD
1540,10,FCTY,3.95064,3.95611,38,PUT,REGULAR,USD
1541,10,TURN,0.56973,0.5752,73,CALL,REGULAR,USD
1542,-10,ACIW,0.56768,0.57315,119,PUT,REGULAR,USD
1543,10,ARRS,2.36938,2.37485,134,CALL,REGULAR,USD
1544,10,FLWS,2.07483,2.0803,65,PUT,ODD,EUR
1545,-10,TURN,4.64941,4.65488,109,CALL,REGULAR,USD
1546,10,PIH,3.15361,3.15908,88,PUT,REGULAR,USD
1547,10,ARRS,4.88467,4.89014,62,CALL,REGULAR,USD
1548,-10,FCTY,0.31443,0.3199,39,PUT,REGULAR,USD
1549,10,ANSS,4.43779,4.44326,137,CALL,REGULAR,USD
1550,10,SWIN,2.12752,2.13299,24,PUT,REGULAR,USD
1551,-10,AMRK,2.75501,2.76048,95,CALL,REGULAR,USD
1552,10,ASDR,4.35511,4.36058,87,PUT,ODD,EUR
1553,10,ADTN,2.06785,2.07332,92,CALL,REGULAR,USD
1554,-10,ASV,3.18788,3.19335,102,PUT,REGULAR,USD
1555,10,TWOU,2.96044,2.96591,25,CALL,REGULAR,USD
1556,10,ABMD,3.86552,3.87099,41,PUT,REGULAR,USD
1557,-10,SRCE,0.55757,0.56304,59,CALL,REGULAR,USD
1558,10,JOBS,1.36457,1.37004,84,PUT,REGULAR,USD
1559,10,ABMD,3.47379,3.47926,34,CALL,REGULAR,USD
1560,-10,ANIP,1.19676,1.20223,29,PUT,ODD,EUR
1561,10,RUDR,4.83704,4.84251,67,CALL,REGULAR,USD
1562,10,ARCW,3.87283,3.8783,29,PUT,REGULAR,USD
1563,-10,TURN,3.25354,3.25901,25,CALL,REGULAR,USD
1564,10,JOBS,2.36816,2.37363,100,PUT,REGULAR,USD
1565,10,AAON,3.3808,3.38627,67,CALL,REGULAR,USD
1566,-10,UHAL,2.48283,2.4883,80,PUT,REGULAR,USD
1567,10,TURN,2.05448,2.05995,125,CALL,REGULAR,USD
1568,10,ABMD,1.44125,1.44672,21,PUT,ODD,EUR
1569,-10,AAON,4.23871,4.24418,120,CALL,REGULAR,USD
1570,10,ALJJ,0.92511,0.93058,72,PUT,REGULAR,USD
1571,10,AEZS,4.46496,4.47043,135,CALL,REGULAR,USD
1572,-10,AGNCB,3.29908,3.30455,51,PUT,REGULAR,USD
1573,10,ACIW,3.19525,3.20072,126,CALL,REGULAR,USD
1574,10,AAON,0.32273,0.3282,96,PUT,REGULAR,USD
1575,-10,AGNC,2.5884,2.59387,52,CALL,REGULAR,USD
1576,10,ACAD,2.90096,2.90643,63,PUT,ODD,EUR
1577,10,FLWS,0.46972,0.47519,69,CALL,REGULAR,USD
1578,-10,AMAG,4.51755,4.52302,117,PUT,REGULAR,USD
1579,10,ASV,1.06948,1.07495,120,CALL,REGULAR,USD
1580,10,AMAG,3.3665,3.37197,117,PUT,REGULAR,USD
1581,-10,ASML,3.17497,3.18044,75,CALL,REGULAR,USD
1582,10,ASDR,0.57118,0.57665,85,PUT,REGULAR,USD
1583,10,ANSS,3.02281,3.02828,150,CALL,REGULAR,USD
1584,-10,ARCW,0.07466,0.08013,93,PUT,ODD,EUR
1585,10,SHLM,2.13596,2.14143,133,CALL,REGULAR,USD
1586,10,ANIP,4.69015,4.69562,24,PUT,REGULAR,USD
1587,-10,ANIP,3.77418,3.77965,46,CALL,REGULAR,USD
1588,10,PIH,2.49838,2.50385,80,PUT,REGULAR,USD
1589,10,AMAG,1.92948,1.93495,118,CALL,REGULAR,USD
1590,-10,AGNCP,3.89903,3.9045,62,PUT,REGULAR,USD
1591,10,FCCY,4.5528,4.55827,148,CALL,REGULAR,USD
1592,10,FCTY,2.37696,2.38243,126,PUT,ODD,EUR
1593,-10,SRCE,1.33396,1.33943,43,CALL,REGULAR,USD
1594,10,ASML,0.0346,0.04007,132,PUT,REGULAR,USD
1595,10,ACMR,2.63385,2.63932,49,CALL,REGULAR,USD
1596,-10,ATNY,1.48989,1.49536,39,PUT,REGULAR,USD
1597,10,ARIS,2.94904,2.95451,40,CALL,REGULAR,USD
1598,10,ACIW,1.45896,1.46443,89,PUT,REGULAR,USD
1599,-10,AEY,1.68348,1.68895,42,CALL,REGULAR,USD
1600,10,AEY,2.90087,2.90634,110,PUT,ODD,EUR
1601,10,JOBS,1.27004,1.27551,117,CALL,REGULAR,USD
1602,-10,ADMA,1.90712,1.91259,119,PUT,REGULAR,USD
1603,10,AGNCB,1.62543,1.6309,120,CALL,REGULAR,USD
1604,10,AGNCB,0.82425,0.82972,32,PUT,REGULAR,USD
1605,-10,AMAG,4.26658,4.27205,107,CALL,REGULAR,USD
1606,10,AAON,1.6972,1.70267,144,PUT,REGULAR,USD
1607,10,VNET,1.25682,1.26229,134,CALL,REGULAR,USD
1608,-10,ASBB,4.12197,4.12744,43,PUT,ODD,EUR
1609,10,SRCE,3.0545,3.05997,127,CALL,REGULAR,USD
1610,10,JOBS,4.91774,4.92321,110,PUT,REGULAR,USD
1611,-10,ABMD,2.17821,2.18368,120,CALL,REGULAR,USD
1612,10,ADMA,4.45642,4.46189,82,PUT,REGULAR,USD
1613,10,RUDR,1.59396,1.59943,140,CALL,REGULAR,USD
1614,-10,AGNCB,2.58836,2.59383,59,PUT,REGULAR,USD
1615,10,SSRX,3.19954,3.20501,86,CALL,REGULAR,USD
1616,10,ARCW,3.67009,3.67556,146,PUT,ODD,EUR
1617,-10,ABMD,0.6036,0.60907,143,CALL,REGULAR,USD
1618,10,AGNC,4.65677,4.66224,130,PUT,REGULAR,USD
1619,10,ANAD,3.59198,3.59745,140,CALL,REGULAR,USD
1620,-10,AAON,4.64458,4.65005,41,PUT,REGULAR,USD
1621,10,AMRK,2.36018,2.36565,51,CALL,REGULAR,USD
1622,10,JOBS,3.65375,3.65922,55,PUT,REGULAR,USD
1623,-10,ARMH,1.38183,1.3873,78,CALL,REGULAR,USD
1624,10,AGNC,4.56177,4.56724,143,PUT,ODD,EUR
1625,10,ARRS,1.93542,1.94089,126,CALL,REGULAR,USD
1626,-10,AEPI,3.73603,3.7415,91,PUT,REGULAR,USD
1627,10,FCCY,3.48965,3.49512,31,CALL,REGULAR,USD
1628,10,ATNY,0.71851,0.72398,99,PUT,REGULAR,USD
1629,-10,AGNCB,3.36274,3.36821,150,CALL,REGULAR,USD
1630,10,ALJJ,4.92914,4.93461,42,PUT,REGULAR,USD
1631,10,AMAG,4.43837,4.44384,94,CALL,REGULAR,USD
1632,-10,UHAL,1.95175,1.95722,66,PUT,ODD,EUR
1633,10,FCTY,2.5179,2.52337,113,CALL,REGULAR,USD
1634,10,AEY,4.78171,4.78718,101,PUT,REGULAR,USD
1635,-10,JOBS,3.84697,3.85244,53,CALL,REGULAR,USD
1636,10,CAFD,3.81246,3.81793,126,PUT,REGULAR,USD
1637,10,ABMD,0.18531,0.19078,41,CALL,REGULAR,USD
1638,-10,ADMA,2.94291,2.94838,73,PUT,REGULAR,USD
1639,10,TURN,1.00872,1.01419,65,CALL,REGULAR,USD
1640,10,ANAD,3.22047,3.22594,57,PUT,ODD,EUR
1641,-10,FCTY,4.66703,4.6725,56,CALL,REGULAR,USD
1642,10,SHLM,4.97251,4.97798,68,PUT,REGULAR,USD
1643,10,ARCW,2.27129,2.27676,79,CALL,REGULAR,USD
1644,-10,FLWS,0.13988,0.14535,85,PUT,REGULAR,USD
1645,10,AGNCP,0.0441,0.04957,62,CALL,REGULAR,USD
1646,10,ARMH,4.37805,4.38352,32,PUT,REGULAR,USD
1647,-10,PIH,1.08421,1.08968,33,CALL,REGULAR,USD
1648,10,TWOU,3.71264,3.71811,75,PUT,ODD,EUR
1649,10,ABMD,4.96478,4.97025,142,CALL,REGULAR,USD
1650,-10,SHLM,2.47022,2.47569,61,PUT,REGULAR,USD
1651,10,SRCE,3.01793,3.0234,94,CALL,REGULAR,USD
1652,10,PIH,2.67837,2.68384,79,PUT,REGULAR,USD
1653,-10,AMAG,0.24906,0.25453,118,CALL,REGULAR,USD
1654,10,ACIW,1.30481,1.31028,28,PUT,REGULAR,USD
1655,10,VNET,1.87289,1.87836,113,CALL,REGULAR,USD
1656,-10,FLWS,3.90565,3.91112,124,PUT,ODD,EUR
1657,10,AEZS,2.57635,2.58182,66,CALL,REGULAR,USD
1658,10,SWIN,0.05201,0.05748,114,PUT,REGULAR,USD
1659,-10,AMAG,1.75488,1.76035,88,CALL,REGULAR,USD
1660,10,ARIS,3.85118,3.85665,58,PUT,REGULAR,USD
1661,10,ACIU,0.06709,0.07256,25,CALL,REGULAR,USD
1662,-10,ANAD,2.46877,2.47424,118,PUT,REGULAR,USD
1663,10,ASBB,4.40231,4.40778,29,CALL,REGULAR,USD
1664,10,AGNCB,1.49235,1.49782,85,PUT,ODD,EUR
1665,-10,PIH,4.91026,4.91573,60,CALL,REGULAR,USD
1666,10,AGNC,3.09498,3.10045,46,PUT,REGULAR,USD
1667,10,SSRX,1.57957,1.58504,28,CALL,REGULAR,USD
1668,-10,TURN,1.71627,1.72174,123,PUT,REGULAR,USD
1669,10,ARIS,0.55523,0.5607,61,CALL,REGULAR,USD
1670,10,AEPI,0.64846,0.65393,105,PUT,REGULAR,USD
1671,-10,EMDR,2.504,2.50947,132,CALL,REGULAR,USD
1672,10,ARCW,3.3736,3.37907,99,PUT,ODD,EUR
1673,10,RUDR,3.5052,3.51067,106,CALL,REGULAR,USD
1674,-10,ANIP,4.19566,4.20113,40,PUT,REGULAR,USD
1675,10,ARCW,2.72059,2.72606,37,CALL,REGULAR,USD
1676,10,ARRS,1.56248,1.56795,44,PUT,REGULAR,USD
1677,-10,AGNCP,2.33325,2.33872,59,CALL,REGULAR,USD
1678,10,EGHT,1.448,1.45347,111,PUT,REGULAR,USD
1679,10,EGHT,4.98827,4.99374,46,CALL,REGULAR,USD
1680,-10,ASML,3.8444,3.84987,75,PUT,ODD,EUR
1681,10,ASBB,2.99385,2.99932,133,CALL,REGULAR,USD
1682,10,ABMD,1.02751,1.03298,28,PUT,REGULAR,USD
1683,-10,ANAD,2.06521,2.07068,93,CALL,REGULAR,USD
1684,10,ACAD,0.28381,0.28928,106,PUT,REGULAR,USD
1685,10,CAFD,3.9909,3.99637,84,CALL,REGULAR,USD
1686,-10,AGNCB,4.17032,4.17579,87,PUT,REGULAR,USD
1687,10,ACMR,0.7514,0.75687,63,CALL,REGULAR,USD
1688,10,ASBB,1.01038,1.01585,33,PUT,ODD,EUR
1689,-10,SHLM,4.15547,4.16094,109,CALL,REGULAR,USD
1690,10,AGNCP,0.92621,0.93168,61,PUT,REGULAR,USD
1691,10,ABMD,0.61827,0.62374,96,CALL,REGULAR,USD
1692,-10,ALJJ,1.62087,1.62634,127,PUT,REGULAR,USD
1693,10,AGNC,3.72446,3.72993,112,CALL,REGULAR,USD
1694,10,AMCX,1.11237,1.11784,70,PUT,REGULAR,USD
1695,-10,ARIS,3.11757,3.12304,102,CALL,REGULAR,USD
1696,10,FUBC,4.06174,4.06721,27,PUT,ODD,EUR
1697,10,SHLM,2.64804,2.65351,22,CALL,REGULAR,USD
1698,-10,AMRK,4.29924,4.30471,29,PUT,REGULAR,USD
1699,10,ANIP,0.4392,0.44467,132,CALL,REGULAR,USD
1700,10,ABMD,4.76289,4.76836,58,PUT,REGULAR,USD
1701,-10,ACAD,1.98812,1.99359,70,CALL,REGULAR,USD
1702,10,AGNCP,0.1577,0.16317,35,PUT,REGULAR,USD
1703,10,ARRS,3.87261,3.87808,21,CALL,REGULAR,USD
1704,-10,ATNY,2.35751,2.36298,32,PUT,ODD,EUR
1705,10,AMCX,4.75242,4.75789,76,CALL,REGULAR,USD
1706,10,ARRS,3.83215,3.83762,49,PUT,REGULAR,USD
1707,-10,ANIP,2.59387,2.59934,48,CALL,REGULAR,USD
1708,10,JOBS,1.48762,1.49309,128,PUT,REGULAR,USD
1709,10,UHAL,3.02568,3.03115,73,CALL,REGULAR,USD
1710,-10,ACIW,0.30287,0.30834,88,PUT,REGULAR,USD
1711,10,AGNCB,3.87236,3.87783,64,CALL,REGULAR,USD
1712,10,AEPI,4.82742,4.83289,35,PUT,ODD,EUR
1713,-10,ARCW,4.5129,4.51837,23,CALL,REGULAR,USD
1714,10,ARIS,0.7867,0.79217,145,PUT,REGULAR,USD
1715,10,AMRK,3.57516,3.58063,44,CALL,REGULAR,USD
1716,-10,ANIP,1.99385,1.99932,118,PUT,REGULAR,USD
1717,10,ANAD,4.05961,4.06508,34,CALL,REGULAR,USD
1718,10,ANIP,1.09388,1.09935,46,PUT,REGULAR,USD
1719,-10,ACIU,1.68286,1.68833,108,CALL,REGULAR,USD
1720,10,ASBB,0.77296,0.77843,79,PUT,ODD,EUR
1721,10,ANAD,3.55912,3.56459,38,CALL,REGULAR,USD
1722,-10,AMCX,2.35081,2.35628,127,PUT,REGULAR,USD
1723,10,SSRX,2.99974,3.00521,147,CALL,REGULAR,USD
1724,10,ACNB,3.05563,3.0611,118,PUT,REGULAR,USD
1725,-10,SRCE,4.36329,4.36876,126,CALL,REGULAR,USD
1726,10,ARCW,3.48833,3.4938,101,PUT,REGULAR,USD
1727,10,JOBS,0.45053,0.456,43,CALL,REGULAR,USD
1728,-10,ANAD,2.21468,2.22015,38,PUT,ODD,EUR
1729,10,ACMR,3.37611,3.38158,71,CALL,REGULAR,USD
1730,10,ATNY,4.17102,4.17649,83,PUT,REGULAR,USD
1731,-10,FCCY,3.97258,3.97805,128,CALL,REGULAR,USD
1732,10,AGNCP,1.92143,1.9269,79,PUT,REGULAR,USD
1733,10,ACIW,0.64645,0.65192,106,CALL,REGULAR,USD
1734,-10,VNET,3.79821,3.80368,117,PUT,REGULAR,USD
1735,10,ARCW,4.51618,4.52165,126,CALL,REGULAR,USD
1736,10,AEZS,2.80231,2.80778,114,PUT,ODD,EUR
1737,-10,SWIN,0.945,0.95047,20,CALL,REGULAR,USD
1738,10,SHLM,1.34354,1.34901,56,PUT,REGULAR,USD
1739,10,FCCY,3.48871,3.49418,94,CALL,REGULAR,USD
1740,-10,FLWS,3.37835,3.38382,80,PUT,REGULAR,USD
1741,10,FUBC,1.72737,1.73284,48,CALL,REGULAR,USD
1742,10,AEZS,1.80625,1.81172,38,PUT,REGULAR,USD
1743,-10,ANIP,1.52587,1.53134,83,CALL,REGULAR,USD
1744,10,ANIP,3.84262,3.84809,20,PUT,ODD,EUR
1745,10,AGNC,0.36662,0.37209,108,CALL,REGULAR,USD
1746,-10,ABMD,2.16272,2.16819,34,PUT,REGULAR,USD
1747,10,FCCY,2.22147,2.22694,53,CALL,REGULAR,USD
1748,10,ARIS,0.22943,0.2349,74,PUT,REGULAR,USD
1749,-10,ABMD,4.15627,4.16174,93,CALL,REGULAR,USD
1750,10,SRCE,0.38942,0.39489,94,PUT,REGULAR,USD
1751,10,ACIW,2.04617,2.05164,56,CALL,REGULAR,USD
1752,-10,UHAL,4.54879,4.55426,53,PUT,ODD,EUR
1753,10,UHAL,1.01935,1.02482,28,CALL,REGULAR,USD
1754,10,ARIS,0.08784,0.09331,102,PUT,REGULAR,USD
1755,-10,AMAG,0.70934,0.71481,94,CALL,REGULAR,USD
1756,10,PIH,3.06744,3.07291,132,PUT,REGULAR,USD
1757,10,ACIW,4.48138,4.48685,75,CALL,REGULAR,USD
1758,-10,EGHT,1.19328,1.19875,62,PUT,REGULAR,USD
1759,10,ABMD,1.38103,1.3865,21,CALL,REGULAR,USD
1760,10,ABMD,2.18786,2.19333,54,PUT,ODD,EUR
1761,-10,PIH,1.96685,1.97232,77,CALL,REGULAR,USD
1762,10,AMAG,4.77448,4.77995,96,PUT,REGULAR,USD
1763,10,VNET,0.92382,0.92929,71,CALL,REGULAR,USD
